id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time
3990578,172.31.67.67-209.85.202.102-55021-443-6,172.31.67.67,55021,209.85.202.102,443,6,05:29.1,117998968,13,12,601,3364,201,0,46.23076923,69.68399367,1430,0,280.3333333,542.5774069,33.60198879,0.21186626,4916623.667,16537710.27,58936251,1,117998968,9833247.333,22784118.4,58936251,84,117843322,10713029.27,23745663.26,59092252,1,6,6,0,0,0,0,272,252,0.110170455,0.101695805,0,1430,158.6,389.3659376,151605.8333,0,2,0,12,24,0,1,1,0.923076923,158.6,46.23076923,280.3333333,0,0,0,0,0,0,0,24,0,134,8192,176,6,20,311460,220053.0445,467061,155859,58610068.5,461291.7153,58936251,58283886,-1,-1,117998968
3604605,172.31.66.97-172.31.0.2-56448-53-17,172.31.66.97,56448,172.31.0.2,53,17,38:48.0,329,1,1,51,67,51,51,51,0,67,67,67,0,358662.614,6079.027356,329,0,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3039.513678,3039.513678,51,67,59,11.3137085,128,0,0,0,0,0,0,0,0,1,59,51,67,0,0,0,0,0,0,0,25,0,33,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
6082949,18.219.193.20-172.31.69.25-37988-80-6,18.219.193.20,37988,172.31.69.25,80,6,49:04.9,73873,5,5,377,935,377,0,75.4,168.5995255,935,0,187,418.1447118,17760.21009,135.367455,8208.111111,13450.07956,41217,4,73853,18463.25,18071.49849,41217,1095,73869,18467.25,18091.01197,42312,17,1,1,0,0,0,0,168,168,67.68372748,67.68372748,0,935,131.2,306.2714119,93802.17778,2,2,0,2,9,0,0,0,1,131.2,75.4,187,0,0,0,0,0,0,0,37,0,93,26883,237,1,32,0,0,0,0,0,0,0,0,-1,-1,73873
6905783,18.219.193.20-172.31.69.25-57254-80-6,18.219.193.20,57254,172.31.69.25,80,6,55:00.1,123558,5,5,304,935,304,0,60.8,135.952933,935,0,187,418.1447118,10027.67931,80.93365059,13728.66667,18183.19364,43862,7,123549,30887.25,14381.13066,43869,13249,123551,30887.75,24866.20299,57119,26,1,1,0,0,0,0,168,168,40.4668253,40.4668253,0,935,123.9,300.5788674,90347.65556,2,2,0,2,9,0,0,0,1,123.9,60.8,187,0,0,0,0,0,0,0,30,0,93,26883,237,1,32,0,0,0,0,0,0,0,0,-1,-1,123558
2642543,213.202.230.143-172.31.65.84-34901-3389-6,213.202.230.143,34901,172.31.65.84,3389,6,35:16.9,90393296,13,10,1386,2276,680,0,106.6153846,194.6845904,1884,0,227.6,588.7880585,40.51185389,0.254443648,4108786.182,18362070.57,86310659,31,4082606,340217.1667,370351.4307,1209002,63759,90393264,10043696,28602170.89,86310659,108745,7,5,0,0,0,1,272,212,0.143815975,0.110627673,0,1884,159.2173913,407.7432299,166254.5415,1,2,1,12,22,0,1,2,0.769230769,159.2173913,106.6153846,227.6,0,0,0,0,0,0,0,60,0,98,8192,0,7,20,4082637,0,4082637,4082637,86310659,0,86310659,86310659,-1,-1,90393296
5419549,172.31.66.79-172.31.0.2-60102-53-17,172.31.66.79,60102,172.31.0.2,53,17,46:06.3,1872559,2,2,70,160,39,31,35,5.656854249,93,67,80,18.38477631,122.8265705,2.136114269,624186.3333,1079697.842,1870914,668,1871582,1871582,0,1871582,1871582,1871891,1871891,0,1871891,1871891,0,0,0,0,0,0,16,16,1.068057135,1.068057135,31,93,57.5,28.2547931,798.3333333,0,0,0,0,0,0,0,0,1,57.5,35,80,0,0,0,0,0,0,0,17,0,40,0,0,1,8,0,0,0,0,0,0,0,0,-1,-1,0
6227430,78.47.233.30-172.31.65.51-0-0-1,78.47.233.30,0,172.31.65.51,0,1,00:57.8,9001618,3,0,0,0,0,0,0,0,0,0,0,0,0,0.333273418,4500809,2110056.133,5992844,3008774,9001618,4500809,2110056.133,5992844,3008774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333273418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3008774,0,3008774,3008774,5992844,0,5992844,5992844,3,3,0
7305085,18.219.193.20-172.31.69.25-56636-80-6,18.219.193.20,56636,172.31.69.25,80,6,57:41.9,164769,5,5,371,935,371,0,74.2,165.9162439,935,0,187,418.1447118,7926.248263,60.69102805,18307.66667,21299.40173,57026,4,164760,41190,21933.98375,57026,10138,164762,41190.5,36840.15511,86611,45,1,1,0,0,0,0,168,168,30.34551402,30.34551402,0,935,130.6,305.7417937,93478.04444,2,2,0,2,9,0,0,0,1,130.6,74.2,187,0,0,0,0,0,0,0,37,0,93,26883,237,1,32,0,0,0,0,0,0,0,0,-1,-1,164769
3438121,172.31.64.41-172.31.0.2-61733-53-17,172.31.64.41,61733,172.31.0.2,53,17,00:35.3,90588,2,2,80,272,40,40,40,0,136,136,136,0,3885.724379,44.15595885,30196,45324.52231,82317,29,82317,82317,0,82317,82317,29,29,0,29,29,0,0,0,0,0,0,16,16,22.07797942,22.07797942,40,136,88,55.42562584,3072,0,0,0,0,0,0,0,0,1,88,40,136,0,0,0,0,0,0,0,20,0,68,0,0,1,8,0,0,0,0,0,0,0,0,-1,-1,0
688635,172.31.64.77-172.31.0.2-58483-53-17,172.31.64.77,58483,172.31.0.2,53,17,43:21.8,58316,2,2,70,404,35,35,35,0,202,202,202,0,8128.129501,68.59181014,19438.66667,17015.87213,31642,1,26673,26673,0,26673,26673,1,1,0,1,1,0,0,0,0,0,0,16,16,34.29590507,34.29590507,35,202,118.5,96.41749495,9296.333333,0,0,0,0,0,0,0,0,1,118.5,35,202,0,0,0,0,0,0,0,17,0,101,0,0,1,8,0,0,0,0,0,0,0,0,-1,-1,0
2652002,172.31.66.105-172.31.0.2-64074-53-17,172.31.66.105,64074,172.31.0.2,53,17,19:41.1,285,1,1,36,68,36,36,36,0,68,68,68,0,364912.2807,7017.54386,285,0,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3508.77193,3508.77193,36,68,52,22.627417,512,0,0,0,0,0,0,0,0,1,52,36,68,0,0,0,0,0,0,0,18,0,34,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
3387013,200.75.2.170-172.31.66.51-55710-445-6,200.75.2.170,55710,172.31.66.51,445,6,24:41.8,516479,5,4,286,170,103,0,57.2,52.48523602,131,0,42.5,61.79805822,882.9013377,17.4256843,64559.875,88944.45052,175991,55,516411,129102.75,86056.75445,176122,88,516424,172141.3333,3394.059565,176059,170090,3,2,0,0,0,1,112,92,9.680935721,7.744748576,0,131,50.66666667,53.56771416,2869.5,0,2,1,5,8,0,0,0,0.8,50.66666667,57.2,42.5,0,0,0,0,0,0,0,31,0,18,8192,0,3,20,0,0,0,0,0,0,0,0,-1,-1,516479
1395099,172.31.66.79-172.31.0.2-49559-53-17,172.31.66.79,49559,172.31.0.2,53,17,00:08.6,41344,1,1,34,125,34,34,34,0,125,125,125,0,3845.781734,48.374613,41344,0,41344,41344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,24.1873065,24.1873065,34,125,79.5,64.34671709,4140.5,0,0,0,0,0,0,0,0,1,79.5,34,125,0,0,0,0,0,0,0,17,0,62,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
3875120,172.31.67.57-172.31.0.2-63084-53-17,172.31.67.57,63084,172.31.0.2,53,17,50:50.1,306,1,1,46,62,46,46,46,0,62,62,62,0,352941.1765,6535.947712,306,0,306,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3267.973856,3267.973856,46,62,54,11.3137085,128,0,0,0,0,0,0,0,0,1,54,46,62,0,0,0,0,0,0,0,23,0,31,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
4278035,172.31.64.84-52.5.25.66-52777-443-6,172.31.64.84,52777,52.5.25.66,443,6,18:56.9,103215783,5,5,316,76,79,0,63.2,35.32987404,76,0,15.2,33.98823326,3.797868781,0.096884408,11468420.33,15226724.24,31424959,11772,103215783,25803945.75,11234445.22,31436738,8952289,103147310,25786827.5,11268677.24,31437161,8883823,4,1,0,0,0,0,100,100,0.048442204,0.048442204,0,79,39.2,41.3301074,1708.177778,0,0,0,5,10,0,0,0,1,39.2,63.2,15.2,0,0,0,0,0,0,0,31,0,7,255,74,3,20,11889,209.088498,12202,11772,25777883.25,11262714.21,31424959,8883823,-1,-1,960359044
2297213,88.84.192.18-172.31.65.41-28086-445-6,88.84.192.18,28086,172.31.65.41,445,6,06:56.3,404060,5,4,373,172,140,0,74.6,70.28371077,133,0,43,62.75348596,1348.809583,22.27391971,50507.5,69604.91155,134894,5,403979,100994.75,67328.13811,135004,5,403998,134666,537.054001,135008,134047,3,2,0,0,0,1,112,92,12.37439984,9.899519873,0,140,60.55555556,64.99252094,4224.027778,0,2,1,5,8,0,0,0,0.8,60.55555556,74.6,43,0,0,0,0,0,0,0,41,0,19,8192,0,3,20,0,0,0,0,0,0,0,0,-1,-1,404060
5022085,172.31.67.104-172.31.0.2-51963-53-17,172.31.67.104,51963,172.31.0.2,53,17,43:48.9,264,1,1,36,68,36,36,36,0,68,68,68,0,393939.3939,7575.757576,264,0,264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3787.878788,3787.878788,36,68,52,22.627417,512,0,0,0,0,0,0,0,0,1,52,36,68,0,0,0,0,0,0,0,18,0,34,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
5214090,172.31.68.12-52.3.55.179-55070-443-6,172.31.68.12,55070,52.3.55.179,443,6,17:12.1,11994,3,3,31,0,31,0,10.33333333,17.89785834,0,0,0,0,2584.625646,500.2501251,2398.8,5184.285361,11671,18,273,136.5,166.1700936,254,19,11994,5997,8455.582889,11976,18,1,0,0,0,0,2,60,60,250.1250625,250.1250625,0,31,5.166666667,12.655697,160.1666667,2,0,2,1,4,0,0,0,1,5.166666667,10.33333333,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,120024460
4692726,172.31.69.30-138.197.51.123-51668-443-6,172.31.69.30,51668,138.197.51.123,443,6,57:23.1,17164,1,1,0,0,0,0,0,0,0,0,0,0,0,116.522955,17164,0,17164,17164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,58.26147751,58.26147751,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8192,0,0,32,0,0,0,0,0,0,0,0,-1,-1,17164
1009846,172.31.67.54-172.31.0.2-57888-53-17,172.31.67.54,57888,172.31.0.2,53,17,09:46.6,58245,1,1,43,142,43,43,43,0,142,142,142,0,3176.238304,34.33771139,58245,0,58245,58245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17.1688557,17.1688557,43,142,92.5,70.00357134,4900.5,0,0,0,0,0,0,0,0,1,92.5,43,142,0,0,0,0,0,0,0,21,0,71,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
5918001,52.14.136.135-172.31.69.25-56347-80-6,52.14.136.135,56347,172.31.69.25,80,6,00:05.6,37166947,5,4,20,964,20,0,4,8.94427191,964,0,241,482,26.47513663,0.24215064,4645868.375,12537520.46,35646741,2,37166947,9291736.75,17584601.34,35646741,2,1519761,506587,877109.6785,1519386,22,1,1,0,0,1,0,112,92,0.134528133,0.107622507,0,964,109.3333333,320.5682455,102764,1,2,1,2,8,0,1,1,0.8,109.3333333,4,241,0,0,0,0,0,0,0,2,0,107,8192,211,1,20,1520206,0,1520206,1520206,35646741,0,35646741,35646741,-1,-1,37166947
7346170,18.219.193.20-172.31.69.25-57452-80-6,18.219.193.20,57452,172.31.69.25,80,6,57:59.8,86943,5,5,354,935,354,0,70.8,158.3136128,935,0,187,418.1447118,14825.80541,115.0178853,9660.333333,16489.4,44148,7,86934,21733.5,19439.44611,44148,322,86924,21731,19767.06832,44458,37,1,1,0,0,0,0,168,168,57.50894264,57.50894264,0,935,128.9,304.3004546,92598.76667,2,2,0,2,9,0,0,0,1,128.9,70.8,187,0,0,0,0,0,0,0,35,0,93,26883,237,1,32,0,0,0,0,0,0,0,0,-1,-1,86943
5251405,172.31.67.14-172.31.0.2-59644-53-17,172.31.67.14,59644,172.31.0.2,53,17,26:51.2,22622,1,1,38,86,38,38,38,0,86,86,86,0,5481.389798,88.40951286,22622,0,22622,22622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,44.20475643,44.20475643,38,86,62,33.9411255,1152,0,0,0,0,0,0,0,0,1,62,38,86,0,0,0,0,0,0,0,19,0,43,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
4660456,172.31.69.26-172.31.0.2-58604-53-17,172.31.69.26,58604,172.31.0.2,53,17,03:09.3,12922,1,1,29,116,29,29,29,0,116,116,116,0,11221.17319,154.7748027,12922,0,12922,12922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,77.38740133,77.38740133,29,116,72.5,61.51828996,3784.5,0,0,0,0,0,0,0,0,1,72.5,29,116,0,0,0,0,0,0,0,14,0,58,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
6843930,18.219.193.20-172.31.69.25-54676-80-6,18.219.193.20,54676,172.31.69.25,80,6,53:35.3,104749,6,5,355,935,355,0,59.16666667,144.9281431,935,0,187,418.1447118,12315.15337,105.0129357,10474.9,13122.82373,34199,6,104749,20949.8,14240.99523,34211,5779,104049,26012.25,27829.61429,59414,7,1,1,0,0,0,0,200,168,57.2797831,47.73315258,0,935,117.2727273,291.3705856,84896.81818,2,2,0,2,10,0,0,0,0.833333333,117.2727273,59.16666667,187,0,0,0,0,0,0,0,32,0,85,26883,219,1,32,0,0,0,0,0,0,0,0,-1,-1,104749
6901946,18.216.24.42-172.31.69.28-56679-80-6,18.216.24.42,56679,172.31.69.28,80,6,50:31.2,123883,5,5,316,935,316,0,63.2,141.3194962,935,0,187,418.1447118,10098.23785,80.72132577,13764.77778,27022.94549,62281,3,123880,30970,35170.29907,62281,322,123875,30968.75,35523.56324,62570,24,1,1,0,0,0,0,112,112,40.36066288,40.36066288,0,935,125.1,301.4006009,90842.32222,2,2,0,2,9,0,1,1,1,125.1,63.2,187,0,0,0,0,0,0,0,31,0,93,65535,219,1,20,0,0,0,0,0,0,0,0,-1,-1,123883
4305677,172.31.64.74-172.31.0.2-64752-53-17,172.31.64.74,64752,172.31.0.2,53,17,59:44.4,30416,1,1,31,180,31,31,31,0,180,180,180,0,6937.138348,65.75486586,30416,0,30416,30416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,32.87743293,32.87743293,31,180,105.5,105.3589104,11100.5,0,0,0,0,0,0,0,0,1,105.5,31,180,0,0,0,0,0,0,0,15,0,90,0,0,0,8,0,0,0,0,0,0,0,0,-1,-1,0
4971029,5.101.40.105-172.31.66.96-63945-3389-6,5.101.40.105,63945,172.31.66.96,3389,6,26:05.6,1679378,8,7,1032,1429,565,0,129,190.9195792,1149,0,204.1428571,420.4990799,1465.423508,8.93187835,119955.5714,245572.5544,953120,3,1679378,239911.1429,389978.3886,1119177,3,1568044,261340.6667,339513.8897,953120,108984,5,5,0,0,1,0,172,152,4.763668453,4.168209897,0,1149,164.0666667,309.0479544,95510.6381,0,2,1,10,14,0,1,1,0.875,164.0666667,129,204.1428571,0,0,0,0,0,0,0,68,0,95,8192,62968,5,20,0,0,0,0,0,0,0,0,-1,-1,1679378
890993,207.74.3.44-172.31.65.25-65157-139-6,207.74.3.44,65157,172.31.65.25,139,6,31:04.7,32676,2,1,0,0,0,0,0,0,0,0,0,0,0,91.81050312,16338,23067.23742,32649,27,32676,32676,0,32676,32676,0,0,0,0,0,0,0,0,0,1,0,48,28,61.20700208,30.60350104,0,0,0,0,0,0,2,1,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,16384,8192,0,20,0,0,0,0,0,0,0,0,-1,-1,32676
